"post_title"	"post_content"	"post_excerpt"	"post_name"	"city"	"thumbnail"	"wpcf-venue-directions-image"	"wpcf-venue_daum1"	"wpcf-venue_directions"	"wpcf-venue_email"	"wpcf-venue_facebook"	"wpcf-venue_phone"	"wpcf-venue_twitter"	"wpcf-venue_website"	"_pronamic_google_maps_address"	"_pronamic_google_maps_description"	"_pronamic_google_maps_latitude"	"_pronamic_google_maps_longitude"	"_pronamic_google_maps_title"	"_pronamic_google_maps_zoom"
"<!--:en-->Yogiga<!--:--><!--:ko-->요기가<!--:-->"	"<!--:en-->Yogiga is a venue for creative expression in Hongdae, Seoul.<!--:--><!--:ko-->요기가에 오면 새롭고 실험적인 경험을 받을 수 있어요.<!--:-->"	"<!--:en-->Yogiga<!--:--><!--:ko-->요기가<!--:-->"	"yogiga"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/Yogiga-Logo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/Yogiga-Map21.jpg"		"합정역에서
- 합정역 5번출구 - 자전거나라(자이언트바이시클)옆 우측길로
- 200미터 직진(카페주루룩거리)
- 오른쪽 방향 카페 '그앞' 건물 지하  * CU마트(합정태양점) 지나면 안됨

From Hapjeong station (Line 2 / 6) go out of exit 5 and take the first right (at the bike shop). Walk straight down the road for about 200m. Yogiga will be on the right hand side in the basement (if you reach a CU mart, you have gone a little too far)"	"yogiga@paran.com"	"https://www.facebook.com/groups/182443058454086"	"010-3895-7976"	"https://twitter.com/yogigagallery"	"http://www.yogiga.com/tt/notice/123"	"서울특별시 마포구 합정동 412-1번지 세원2빌딩"	"요기가 / Yogiga"	37.5484422	126.9176976	"요기가 / Yogiga"	20
"<!--:en-->Veloso<!--:--><!--:ko-->벨로주<!--:-->"	"<!--:en-->Veloso is a basement live hall that can hold about 120 people sitting or 200 people standing. They aim to showcase 'all kinds of music'.<!--:--><!--:ko-->지하이지만, 층고가 아주 높고 폐쇄적이지 않아 답답한 느낌은 전혀 없는 곳입니다.
공연시에는 좌석으로 120석, 스탠딩으로는 200명 정도 들어가는 꽤 큰 공간이죠.
무엇보다도 'All Kinds Of Music' 이라는 벨로주 컨셉에 어울리는 공간입니다.

영업시간은 좀 특이합니다. 매주 목-일. pm 7:00 - am 2:00 입니다.
매주 토/일 pm 5:00 - 7:00 에는 벨로주 '시즌 2' 콘서트가 꾸준히 열립니다.<!--:-->"	"<!--:en-->Veloso<!--:--><!--:ko-->벨로주<!--:-->"	"veloso"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/VelosoLogo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/VelosoMap.jpg"	"http://cafe.naver.com/veloso"	"홍대 정문 앞에서 횡단보도를 건넌 후 홍대 놀이터(홍익공원)길로 올라옴 -> 놀이터가 끝나는 지점 작은 사거리에서 viamonoh(가방가게)와 Lens Factory(안경점) 사이 골목으로 우회전 -> 30미터 직진하면 왼쪽 건물 (1층에 cord 라는 미장원 있음) 지하.

Head to the small park near the entrance to Hongdae University (The park that has live music in the evenings on weekends as well as an arts and craft market on Saturdays). Walk along the small road with smoothy king and club spot on it. Take the first right at the end of the park (its a small side road). Walk down that road about 30m or so. Veloso is in the basement of the building called 'Cord'"	"veloso@naver.com"		"02-323-7798"	"https://twitter.com/cafe_veloso"	"http://www.veloso.co.kr/"	"서울 마포구 서교동 358-121"	"벨로주 / Veloso"	37.5528764168	126.9228819008	"벨로주 / Veloso"	18
"<!--:en-->Soundholicity<!--:--><!--:ko-->사운드홀릭 시티<!--:-->"	"<!--:en-->Soundholic has been around since 2003. It is one of the larger venues in Hongdae.<!--:--><!--:ko-->2003도 설립된 스탠딩 600석 홍대 최대 규모 라이브 공연장 사운드홀릭시티 입니다.<!--:-->"	"<!--:en-->Soundholicity<!--:--><!--:ko-->사운드홀릭 시티<!--:-->"	"soundholicity"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/SOUNDHOLICLOGO.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/SOUNDHOLICMAP1.jpg"	"http://cafe.daum.net/SoundHolic"	"홍익대학교 정문 맞은편 네스카페와 스타벅스 골목으로 들어오시면 바로 왼편에 있습니다. (한솥 도시락 지하 1층)

Just across from the main gates of Hongdae university, take the small road between Nescafe and Starbucks. As you go up the hill you will see a lunch box selling shop called 'Hansot'. Soundholic city is in the basemet under Hansot.

&nbsp;"	"soundholicity@daum.net"	"https://www.facebook.com/club.soundholicity"	"010-2579-9823"	"https://twitter.com/soundholicity"	"http://cafe.daum.net/SoundHolic/"	"서울 마포구 서교동 344-6 칼리오페 지하 1층"	"사운드홀릭 시티 / Soundholicity"	37.5532880438	126.9246112252	"사운드홀릭 시티 / Soundholicity"	19
"<!--:en-->Sapiens 7<!--:--><!--:ko-->사피엔스 7 <!--:-->"	"<!--:en--><span><span style=""font-family: '맑은 고딕';"">Live House Sapiens 7 has a good sound system and lighting setup. The club hosts bands from all genres, but mainly features rock / metal bands. When there are no shows they serve beer, liquor, cocktails etc. while playing good music. The bar also has occasional parties and DJ sets.</span></span><!--:--><!--:ko-->Live House Sapiens 7  은 일본 클럽의 장점들 만을 모아서  설계 된 공연장 으로써  좋은 음향 시스템과 조명시설 등을 자랑하며,락 공연/힙합공연/등 모든 장르에 공연을 할수 있는 멀티 공연장 입니다. 공연이 없는 평일이나 밤 10시 이후에는 맥주/칵테일/양주 등을 마시며 음악감상 또는 자유롭게춤을 추며 즐길수 있는 Free 한스타일의 BAR 로 운영하고 있습니다.

DJ파티나 다양한 파티또한 정기적으로 기획하여 공연과 파티 등 다양한 공간으로 홍대에 재미있는 명소로 자리매김 하고 있습니다.  특히 주신프로덕션 주관으로 아시안 메탈페스티발, 트렌드킬과 같은 기획공연은 정기적인 행사로 이미 알려져 있으며, 또 직장인 밴드들을 위한 락 페스티발은 숨은 고수들을 찾아 발굴하고 저변 확대를 위한 사피엔스의 노력의 일환 으로 시작 되었습니다.

사피엔스7은 밴드들을 위한 놀이공간으로 언제나 오픈되어 있습니다. 자유롭게 찾아오시고 다양한 정보와 음악을 공유하시기<em id=""__mceDel"" style=""font-size: 13px; line-height: 19px;"">바랍니다.</em><!--:-->"	"<!--:en-->Sapiens 7<!--:--><!--:ko-->사피엔스 7 <!--:-->"	"sapiens-7"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"		"http://doindie.wpengine.com/wp-content/uploads/2013/05/Sapiens-7-Map1.jpg"	"http://club.cyworld.com/s7club"			"https://www.facebook.com/groups/142638112470337/"	"010-4596-674"		"http://cafe.daum.net/sapiens7/"	"서울 마포구 서교동  369-44 B1"	"사피엔스 7 / Sapiens 7"	37.552802	126.9215039	"사피엔스 7 / Sapiens 7"	17
"<!--:en-->Salon Badabie<!--:--><!--:ko-->살롱 바다비<!--:-->"	"<!--:en-->The rain in the Sea - Salon Badabie, one of the original live venues in Korea is at the heart of everything music in Seoul. Every indie act worth its salt has played here at one time or another. Badabie is a small intimate venue in a basement with regular concerts showcasing everyone from old time legends to up and coming stars. Badabie has helped launch the careers of the majority of bands in Korea's alternative music scene and is loved by everyone.<!--:--><!--:ko-->'바다 속에 내리는 비' - Salon 바다비는 시인 우중독보행이 써커스 장을 꿈꾸며 터를 잡은 공간입니다. 무대와 관객과의 거리가 가까운 Salon 바다비는 공연 후 공연자와 관객이 함께 어우러져 뒷풀이를 하는 등 개인적이고 친밀한 공기를 품고 있는 한편 음악과 시, 연극, 미술 등 다양한 문화가 공존하는 공간입니다.<!--:-->"	"<!--:en-->Salon Badabie<!--:--><!--:ko-->살롱 바다비<!--:-->"	"salon-badabie"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/BADABIE-LOGO.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/BADABIE-MAP1.jpg"	"http://cafe.daum.net/badabie/"	"홍대입구역 공항철도 4번출구로 나오셔서 앞에 K2대리점쪽으로 오시면 우회전하자마자 카페베네있구요 그길로 쭉직진하시면(300m쯤직진 신촌방향) 완만한 오르막길있습니다  오르막길에 다오르셨다 싶으면 오른쪽에 할리스커피있구요  우회전하시면 홍대앞으로 들어서는 첫길이 시작됩니다

<span style=""font-size: 13px; line-height: 19px;"">80m쯤오시면</span>기타모양의조그만간판<span style=""font-size: 13px; line-height: 19px;"">이있습니다. </span>GS편의점<span style=""font-size: 13px; line-height: 19px;"">  전전건물지하입니다^^</span>

신촌역8번출구로 나오셔서 그길로 쭉직진하시면(300m쯤직진 동교동방향) 완만한 오르막길있구요  오르막길에 다오르셨다 싶으면 작은 횡단보도 건너편에 할리스커피있습니다  건너서 좌회전하시면

홍대앞으로 들어서는 첫길이 시작됩니다

80m쯤 오시면 기타모양의 조그만 간판이 있습니다. GS편의점  전전건물지하입니다^^

빠릉 골목길 .^^.

홍대입구역 공항철도 6번출구로 나오셔서 그길로 쭉직진하시면(100m쯤) 와우교 아래 굴다리 보입니다

통과하지 마시고요 좌측 작은계단 오르시면 GS편의점 있습니다  20m쯤오시면 왼쪽 기타모양의조그만간판이있습니다.

Come out of exit 4 at Hongdae Station (Line 2) and follow the road up the hill. At the junction, follow the road round to the right and keep going until you see a big crosswalk at the top on the hill, at the crosswalk there is a side road that runs up a small incline to your right. Go up that road and walk straight, Badabie will be in the basement, on your right hand side (after about 80m). If you reach a small GS25, you have gone about 20m too far.

Come out of exit 8 at Sinchon station (Line 2) and walk straight for about 300m. When you get to a big crosswalk you will see a side road to your left that goes up a small hill. Go up that road and walk straight, Badabie will be in the basement, on your right hand side (after about 80m). If you reach a small GS25, you have gone about 20m too far."	"squalltul@daum.net"	"https://www.facebook.com/salonbadabie"		"https://twitter.com/Salon_BADABIE"	"http://cafe.daum.net/badabie/"	"서울시 마포구 동교동 182-5"	"Salon Badabie / 살롱 바다비"	37.5560632442	126.93096719	"Salon Badabie / 살롱 바다비"	20
"<!--:en-->Radio Star<!--:--><!--:ko-->라디오스타<!--:-->"	"<!--:en-->Radio Star is the premier live venue in Jeonju.  Formed in 2008 it holds many free shows and features a wide range of both Korean and Expat bands from all over Korea. If its music related, and Jeonju based you can bet Radio Star has a part to play.<!--:--><!--:ko-->라디오스타는 각종공연,이벤트,파티등이 이루어지는 복합공연공간입니다.
기획공연 및 인디밴드공연,직장인밴드공연,외국인밴드공연, 스쿨랩,스쿨밴드등의공연이 개최되며,
다수의 매니아가 공존하는 Individual music club 이랍니다.

기획의도에따라 Free Concert 또는 Charge Concert 로 이루어지며,
기획주체에따라 대관공연도 이루어질수 있습니다.

2008년3월을 시작으로 줄기차게 달려가고 있고, 좀더나은 특별한 음악공간으로 자리하기위해 노력하고 있답니다.

즐거움과 떼놓을수없는 Alcohol 과 음악과 분위기와 함께 오늘도 GO GO!!<!--:-->"	"<!--:en-->Radio Star<!--:--><!--:ko-->라디오스타<!--:-->"	"radio-star"	"jeonju-%ec%a0%84%ec%a3%bc:Jeonju 전주"	"2013/05/Radio-Star-Logo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/Radio-Star-Map.jpg"	"http://cafe.daum.net/RADIOSTAR"		"6550600@hanmail.net"	"https://www.facebook.com/RADIOSTAR.KOREA"	"010-9444-9609"	"https://twitter.com/Radiostar_Korea"		"완산구 중화산동 2가 778-1 B1, Jeonju 560-839"	"라디오스타 / Radio Star"	35.8177059	127.117996	"라디오스타 / Radio Star"	17
"<!--:en-->Prism Hall<!--:--><!--:ko-->프리즘홀<!--:-->"	"<!--:en-->A new live hall in Hongdae. A venue for true live music. Contact us for more information.

홍대속의 새로운 LiveHall~! 진정한 음악인을 위한 Live Hall 입니다! 공연관련문의는 아래 번호로 연락주세요! 주소 : 마포구 서교동 395-152 지하(합정역 3번출구 80M) TEL : 070-8150-2979<!--:--><!--:ko-->홍대속의 새로운 LiveHall~! 진정한 음악인을 위한 Live Hall 입니다! 공연관련문의는 아래 번호로 연락주세요! 주소 : 마포구 서교동 395-152 지하(합정역 3번출구 80M) TEL : 070-8150-2979<!--:-->"	"<!--:en-->Prism Hall<!--:--><!--:ko-->프리즘홀<!--:-->"	"prism-hall"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/PrismHall.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/PRISIMHALLMAP1.jpg"	"http://cafe.daum.net/PrismHall"	"합정역 3번 출구에서 홍대입구역 방면 80미터정도 오시다 우측에 노스페이스 매장 옆 건물입니다.

Come out of exit 3 at Habjeong station and walk in the direction of Hongdae Station. Prism hall will be on the right after about 80m in the building next to North Face."	"prismhall2012@gmail.com"	"https://www.facebook.com/prismhall"	"070-8150-2979"	"https://twitter.com/prismhall"	"http://prismhall.com"	"마포구 서교동 395-152 지하"	"프리즘홀 / Prism Hall"	37.5516354	126.9174929	"프리즘홀 / Prism Hall"	18
"<!--:en-->Powwow<!--:--><!--:ko-->파우와우<!--:-->"	"<!--:en-->POWWOW!
A unique, community-oriented space tailored to the vibrant Korean art and music scene. This venue has been created as a central locus for people who eat, sleep, and breathe creativity. POWWOW is a place for seeing, hearing, and meeting. Everyone is welcome, every idea is tolerated, and every ounce of creativity we have will be used to create experiences and moments we will all remember forever.

Location: B1, 559 Itaewon-dong, Yongsan-gu, Seoul, Korea

Please feel free to contact us at seoulpowwow@gmail.com<!--:--><!--:ko-->POWWOW! 파우와우는 예술과 음악을 향해 뜨겁게 고동치는 심장을 가진 여러분을 위한 공간입니다. 이 공간은 창의성을 꿈꾸고, 먹고, 마시며, 숨쉬는 사람들을 위한 중심지로서 만들어졌습니다. 파우와우는 보는 것, 듣는 것 그리고 만남을 뜻합니다. 당신이 누구이든 무엇을 하든 모두에게 열려 있습니다. 그리고 당신의 모든 아이디어들이 받아들여지는 공간입니다. 우리의 조그마한 상상력은 훗날 영원히 기억될 것입니다.

장소 서울특별시 용산구 이태원동 559, 지하1층

궁금한 사항이 있을 시에 주저말고 연락주세요! seoulpowwow@gmail.com
010-5187-1562<!--:-->"	"<!--:en-->Powwow<!--:--><!--:ko-->파우와우<!--:-->"	"powwow"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/POWWOW.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/Powwow-Map.jpg"		"● 지하철:
지하철 이용시 6호선 녹사평역 2번출구로 나오셔서 직진 후 지하보도를 통해 길을 건넌 후 다시 언덕으로 직진하면, 썬더 버거 옆 지하 1층에 있습니다.

● 버스:

421, 740번, 110A 버스를 타시고 녹사평에 하차하시면 됩니다.
143, 401번 버스들은 Powwow 앞에서 하차합니다

● Subway:
Exit 2 Noksapyeong Station exit 2 (Line 6) and walk straight down the hill until you reach an underpass. Cross via the underpass and exit on the other side. Walk straight til you reach Powwow (next to Thunder Burger).

● Bus:
If you take buses 421, 740 or 110A - get off at Noksapyeong and walk 5 minutes to the venue.

If you take the 143 or 401 you can get off right in front of the venue!"	"seoulpowwow@gmail.com"	"https://www.facebook.com/PowwowSeoul"	"010-5187-1562"	"https://twitter.com/POWWOWSEOUL"	"http://www.seoulpowwow@gmail.com"	"장소 서울특별시 용산구 이태원동 559, 지하1층 "	"Powwow / 파우와우"	37.537178085	126.987012289	"Powwow / 파우와우"	18
"<!--:en-->Mudaeruk<!--:--><!--:ko-->무대륙<!--:-->"	"<!--:en-->A culture space situated in Hongdae / Hapjeong. Mudaeruk is an old cheese factory that has been converted into a live space, coffee shop, bar and restaurant all in one place. The live hall is in the basement and provides and intiment setting to watch your favorite bands.<!--:--><!--:ko-->무대륙은 음악을 기반으로 공연장, 레스토랑&펍, 아티스트의 아틀리에로 구성한 복합 문화 공간이다.

오래전에는 치즈 공장이었고, 얼마 전까지는 사케 창고로 사용되었다.

무대륙은 '음악'이 주는 힘과 교감에 대한 믿음을 바탕으로 지난 가을에 문을 연 이래 하이엔드와 인디까지 폭 넓고 엄선된 공연을 선보여왔다.

지하 공연장은 작은 규모이지만 1층 레스토랑&펍은 널찍하고 인테이어적으로도 다양한 시도를 했다.

3층은 작업실이 필요한 디자이너, 아티스트를 위해 렌털하는 아틀리에로 사용한다.<!--:-->"	"<!--:en-->Mudaeruk<!--:--><!--:ko-->무대륙<!--:-->"	"mudaeruk"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/MudaerukLogo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/mudaerukmap1.jpg"		"6호선 합정역 7번 출구에서 나와서 뒤로 도세요. 한국 할인 마트가 나올 때까지 죽 가다가 바로 앞의 첫번째 큰 삼거리에서 우회전하세요. 그 후 2번째 골목길에서 좌회전 하세요. 1동짜리 아파트가 끝나는 곳에서 우회전하시면 왼쪽에 무대륙이 보일겁니다.

<span style=""font-size: 13px; line-height: 19px;"">Come out of exit 7 at Hapjeong station (Line 6) and immediately double back on yourself. Walk straight until you get to the first big intersection (There will be a small supermarket on your right) Turn right. Walk straight down the road and take the second left, then the first right. Walk straight. </span>

Medaeruk is hidden away among a bunch of apartments. Please refer to the map provided.

&nbsp;

&nbsp;"	"mudaeruk@naver.com"	"https://www.facebook.com/Mudaeruk"	"02-332-8333"	"http://twitter.com/mudaeruk"	"http://www.mudaeruk.com/"	"서울 마포구 합정동 357-7"	"무대륙 / Mudaeruk"	37.5459517327	126.9184107175	"무대륙 / Mudaeruk"	18
"<!--:en-->Moon Night<!--:--><!--:ko-->문 나이트<!--:-->"	"<!--:en-->MOONNIGHT = Lounge + Bar + Main stage
live bands, theater show, stage event, and more
booking the space or rent for private party : moonnight.seoul@gmail.com<!--:-->"	"<!--:en-->문 나이트 / Moon Night<!--:--><!--:ko-->Moon Night<!--:-->"	"moon-night"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/MoonNightLogo.png"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/MoonNIghtMap1.jpg"		"지하철 6호선 이태원역 하자, 3번 출구에서 나와 뒤로 돌아서 커피빈, 타고벨을 지나 패밀리마트 옆골목으로 좌회전후, 첫번째 골목에서 우회전 전방 10미터 왼쪽에 문나이트 간판을 보고 들어오시면 됩니다. 전철역 출구에서 도보로 약 3분 이내 거리 위치입니다.

Go to Itaewon Station Exit 3. Do a U-turn to your right and walk around the corner, past Taco Bell, and then take a left. Take the first right, and Moon Night will be on your left. Total travel time is three minutes from the station."	"moonnight.seoul@gmail.com"	"https://www.facebook.com/pages/MOON-NIGHT/152158638211987"	"02-792-2232"		"http://www.moonnight.co/"	"Itaewon 132-3 Seoul, Korea 140-858"	"문 나이트 / Moon Night"	37.5336317	126.9951672	"문 나이트 / Moon Night"	18
"<!--:en-->LIG Art Hall (Hapjeong)<!--:--><!--:ko-->LIG 아트홀 (합정)<!--:-->"	"<!--:en-->LIG Art Hall ws established in 2006 by LG Insurance Co., Ltd. , as apart of its commitments to support young and promising artists since 1998. In 2006, LG Insurance Co., Ltd. Officially changed its corporate identity to LIG I Insurance Co., Ltd. And moved its headquarters to a new building in Gangnam, thus opening a new era for LIG Art Hall to be the venue devoted to full-scale corporate Mecenat endeavor.

Officially opened in August, 2006, the LIG Art Hall is located in the LIG Tower, at the LIG Insurance headquarters in Gangnam District, Seoul. The LIG Art Hall is equipped with a black box stage, 170 seats and a multipurpose rehearsal room.

Equipped with unrivalled facilities and production systems, LIG Art Hall, which has been established as an outstanding venue by backing art activities, will keep introducing creative programs delivering various cultural forms and values through contemporary performing arts as well as serving as a cultural and inter-regional linkage. Refurbished as of April 1, 2009, LIG Art Hall run by LIG Arts Foundation will refine its managing direction and increase its social value further.<!--:--><!--:ko-->LIG 아트홀은, 1998년부터 젊은 예술인들을 지속적으로 지원해왔던 LG화재가 2006년 LIG 손해보험으로 CI를 공식 변경하고 강남 신사옥으로 이전하면서 본격적인 기업 메세나 활동을 펼치기 위해 설립한 공연장입니다.

우리 사회의 문화예술 발전에 실질적으로 기여하고자 하는 LIG 손해보험의 기업 메세나 정신에 바탕을 둔 전폭적인 지원 속에서 운영되는 LIG 아트홀의 다각적인 공연예술 진흥 프로그램이, 향후 기업-예술-사회를 잇는 바람직한 문화경영의 한 모델로 자리매김하길 꿈꾸는 작은 극장입니다.<!--:-->"		"lig-art-hall-hapjeong"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/LIG-Art-Hall-Logo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/LIG-Art-Hall-Habjeong-Map-Eng1.gif"	"http://blog.daum.net/lig_art_hall/"	"<strong>지하철 노선 안내</strong>
2호선, 6호선 합정역 하차 8번 출구 100m전방

<strong>버스이용시</strong>
간선 : 271, 602, 603, 604, 760
지선 : 5712, 5714, 6712, 6716, 7011, 7013A, 7013B, 7612
광역 : 1000, 1100, 1101, 1200, 1300, 1301, 1400, 1500, 1601, 1900, M6117, M6118
직행 : 200, 2200, 2300, 3000, 3100
좌석 : 921
공항 : 6002
마을 : 마포 16

--------------------------------------

<em>By Subway</em>
Line #2&amp;6 Exit the Subway via Exit #8 at Hapjeong Station and walk to the LIG Arts Foundation(3 minutes)

<em>By Bus</em>
Blue Bus : #271, 602, 603, 604, 760
Green Bus : #5712, 5714, 6712, 6716, 7011, 7013A, 7013B, 7612
Red Bus : #1000, 1100, 1101, 1200, 1300, 1301, 1400, 1500, 1601, 1900, 2200, 2300, 3000, 3100, M6117, M6118
G-Bus : #200, 921
Airport Limousine Bus : 6002
Local Green Bus : Mapo 16

&nbsp;

&nbsp;"	"ligarthall@ligarts.org"	"https://www.facebook.com/LIGARTHALL"	"http://blog.daum.net/lig_art_hall/"	"https://twitter.com/ligarthall"	"http://www.ligarthall.com/main/intro2.html"	"서울시 마포구 양화로 19 LIG합정빌딩"	"LIG 아트홀 (합정) / LIG Art Hall (Hapjeong)"	37.5489190422	126.9114617308	"LIG 아트홀 (합정) / LIG Art Hall (Hapjeong)"	18
"<!--:en-->LIG Art Hall (Gangnam)<!--:--><!--:ko-->LIG 아트홀 (강남)<!--:-->"	"<!--:en-->LIG Art Hall ws established in 2006 by LG Insurance Co., Ltd. , as apart of its commitments to support young and promising artists since 1998. In 2006, LG Insurance Co., Ltd. Officially changed its corporate identity to LIG I Insurance Co., Ltd. And moved its headquarters to a new building in Gangnam, thus opening a new era for LIG Art Hall to be the venue devoted to full-scale corporate Mecenat endeavor.

Officially opened in August, 2006, the LIG Art Hall is located in the LIG Tower, at the LIG Insurance headquarters in Gangnam District, Seoul. The LIG Art Hall is equipped with a black box stage, 170 seats and a multipurpose rehearsal room.

Equipped with unrivalled facilities and production systems, LIG Art Hall, which has been established as an outstanding venue by backing art activities, will keep introducing creative programs delivering various cultural forms and values through contemporary performing arts as well as serving as a cultural and inter-regional linkage. Refurbished as of April 1, 2009, LIG Art Hall run by LIG Arts Foundation will refine its managing direction and increase its social value further.<!--:--><!--:ko-->LIG 아트홀은, 1998년부터 젊은 예술인들을 지속적으로 지원해왔던 LG화재가 2006년 LIG 손해보험으로 CI를 공식 변경하고 강남 신사옥으로 이전하면서 본격적인 기업 메세나 활동을 펼치기 위해 설립한 공연장입니다.

우리 사회의 문화예술 발전에 실질적으로 기여하고자 하는 LIG 손해보험의 기업 메세나 정신에 바탕을 둔 전폭적인 지원 속에서 운영되는 LIG 아트홀의 다각적인 공연예술 진흥 프로그램이, 향후 기업-예술-사회를 잇는 바람직한 문화경영의 한 모델로 자리매김하길 꿈꾸는 작은 극장입니다.<!--:-->"	"<!--:en-->LIG Art Hall (Gangnam)<!--:--><!--:ko-->LIG 아트홀 (강남)<!--:-->"	"lig-art-hall-gangnam"	"seoul-%ec%84%9c%ec%9a%b8:Seoul 서울"	"2013/05/LIG-Art-Hall-Logo.jpg"	"http://doindie.wpengine.com/wp-content/uploads/2013/05/LIG-Art-Hall-Gangnam-Map-Eng1.gif"	"http://blog.daum.net/lig_art_hall/"	"<strong>승용차 이용</strong>
강남역 사거리에서 역삼역 방향으로 100미터 직진(역삼세무소 건너편)

<strong>지하철 이용</strong>
2호선 : 강남역 12번 출구(도보 3분)
2호선 : 역삼역 4번 출구(도보 10분)

<strong>버스 이용</strong>
간선 : 136, 140, 144, 145, 146, 340, 341, 360, 402, 420, 470, 471, 730
지선 : 4312, 4417, 4422, 4424, 4434, 5412
광역 : 9100, 9200, 9300, 9400, 9404, 9408, 9409, 9410, 9411, 9412, 9503

<strong>주차장 이용</strong>
LIG타워 내 지하 주차장 이용(공연 관람시 3시간 무료)

-----------------------------------------------------------------------------------

<em>By Car</em>
The LIG Art Hall is located across from the Yeoksam Tax Office. From the Gangnam Intersection, drive about 100 meters in the DIRECTIONS of Yeoksam Subway Station.

<em>By Subway</em>
Line #2. Exit the Subway via Exit #12 at Gangnam Station and walk to the LIG Art Hall (3 minutes). OR
Line #2 Exit the Subway via Exit # 8 at Yeoksam Station and walk to the LIG Art Hall (10 minutes)

<em>By Bus</em>
Blue Bus # 136, 140, 144, 145, 146, 340, 341, 360, 402, 420, 470, 471, 730
Green Bus # 4312, 4417, 4422, 4424, 4434, 5412
Red Bus # 9100, 9200, 9300, 9400, 9404, 9408, 9409, 9410, 9411, 9412, 9503

<em>Parking guidance</em>
Use the LIG Tower underground parking facility (3 hours free parking with performance ticket stub)

&nbsp;

&nbsp;"	"ligarthall@ligarts.org"	"https://www.facebook.com/LIGARTHALL"	"02-02-331-0094"	"https://twitter.com/ligarthall"	"http://www.ligarthall.com/main/main.asp?part=s"	"서울특별시 강남구 역삼동 649-11 LIG 아트홀"	"LIG 아트홀 (강남) / LIG Art Hall (Gangnam)"	37.4990929954	127.0304190815	"LIG 아트홀 (강남) / LIG Art Hall (Gangnam)"	17
